Motor energy,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE
Natural gas,United Kingdom,2016,33.0
Natural gas,United Kingdom,2017,3.0
Natural gas,United Kingdom,2018,1.0
Natural gas,United Kingdom,2021,14.0
Natural gas,United Kingdom,2022,11.0
Natural gas,Kosovo*,2017,0.0
Natural gas,Kosovo*,2018,0.0
Natural gas,Kosovo*,2019,0.0
Natural gas,Kosovo*,2021,0.0
Hydrogen and fuel cells ,Albania,2020,0.0
Hydrogen and fuel cells ,Albania,2021,1.0
Hydrogen and fuel cells ,Austria,2013,0.0
Hydrogen and fuel cells ,Austria,2014,3.0
Hydrogen and fuel cells ,Austria,2015,9.0
Hydrogen and fuel cells ,Austria,2016,5.0
Hydrogen and fuel cells ,Austria,2017,0.0
Hydrogen and fuel cells ,Austria,2018,7.0
Hydrogen and fuel cells ,Austria,2019,19.0
Hydrogen and fuel cells ,Austria,2020,14.0
Hydrogen and fuel cells ,Austria,2021,14.0
Hydrogen and fuel cells ,Austria,2022,14.0
Hydrogen and fuel cells ,Austria,2023,10.0
Hydrogen and fuel cells ,Austria,2024,1.0
Hydrogen and fuel cells ,Bosnia and Herzegovina,2013,0.0
Hydrogen and fuel cells ,Bosnia and Herzegovina,2014,0.0
Hydrogen and fuel cells ,Bosnia and Herzegovina,2015,0.0
Hydrogen and fuel cells ,Bosnia and Herzegovina,2016,0.0
Hydrogen and fuel cells ,Bosnia and Herzegovina,2017,0.0
Hydrogen and fuel cells ,Bosnia and Herzegovina,2018,0.0
Hydrogen and fuel cells ,Bosnia and Herzegovina,2019,0.0
Hydrogen and fuel cells ,Bosnia and Herzegovina,2020,0.0
Hydrogen and fuel cells ,Bosnia and Herzegovina,2021,0.0
Hydrogen and fuel cells ,Bosnia and Herzegovina,2022,0.0
Hydrogen and fuel cells ,Bosnia and Herzegovina,2023,0.0
Hydrogen and fuel cells ,Bosnia and Herzegovina,2024,0.0
Hydrogen and fuel cells ,Belgium,2013,0.0
Hydrogen and fuel cells ,Belgium,2014,1.0
Hydrogen and fuel cells ,Belgium,2015,0.0
Hydrogen and fuel cells ,Belgium,2016,0.0
Hydrogen and fuel cells ,Belgium,2017,0.0
Hydrogen and fuel cells ,Belgium,2018,0.0
Hydrogen and fuel cells ,Belgium,2019,4.0
Hydrogen and fuel cells ,Belgium,2020,2.0
Hydrogen and fuel cells ,Belgium,2021,1.0
Hydrogen and fuel cells ,Belgium,2022,2.0
Hydrogen and fuel cells ,Belgium,2023,1.0
Hydrogen and fuel cells ,Belgium,2024,4.0
Hydrogen and fuel cells ,Bulgaria,2013,0.0
Hydrogen and fuel cells ,Bulgaria,2014,0.0
Hydrogen and fuel cells ,Bulgaria,2015,0.0
Hydrogen and fuel cells ,Bulgaria,2016,0.0
Hydrogen and fuel cells ,Bulgaria,2017,0.0
Hydrogen and fuel cells ,Bulgaria,2018,0.0
Hydrogen and fuel cells ,Bulgaria,2019,0.0
Hydrogen and fuel cells ,Bulgaria,2020,0.0
Hydrogen and fuel cells ,Bulgaria,2021,0.0
Hydrogen and fuel cells ,Bulgaria,2022,0.0
Hydrogen and fuel cells ,Bulgaria,2023,1.0
Hydrogen and fuel cells ,Bulgaria,2024,0.0
Hydrogen and fuel cells ,Switzerland,2013,0.0
Hydrogen and fuel cells ,Switzerland,2014,0.0
Hydrogen and fuel cells ,Switzerland,2015,15.0
Hydrogen and fuel cells ,Switzerland,2016,10.0
Hydrogen and fuel cells ,Switzerland,2017,2.0
Hydrogen and fuel cells ,Switzerland,2018,14.0
Hydrogen and fuel cells ,Switzerland,2019,27.0
Hydrogen and fuel cells ,Switzerland,2020,48.0
Hydrogen and fuel cells ,Switzerland,2021,66.0
Hydrogen and fuel cells ,Switzerland,2022,72.0
Hydrogen and fuel cells ,Switzerland,2023,28.0
Hydrogen and fuel cells ,Switzerland,2024,13.0
Hydrogen and fuel cells ,Cyprus,2013,0.0
Hydrogen and fuel cells ,Cyprus,2014,0.0
Hydrogen and fuel cells ,Cyprus,2015,0.0
Hydrogen and fuel cells ,Cyprus,2016,0.0
Hydrogen and fuel cells ,Cyprus,2017,0.0
Hydrogen and fuel cells ,Cyprus,2018,0.0
Hydrogen and fuel cells ,Cyprus,2019,0.0
Hydrogen and fuel cells ,Cyprus,2020,0.0
Hydrogen and fuel cells ,Cyprus,2021,0.0
Hydrogen and fuel cells ,Cyprus,2022,0.0
Hydrogen and fuel cells ,Cyprus,2023,0.0
Hydrogen and fuel cells ,Cyprus,2024,0.0
Hydrogen and fuel cells ,Czechia,2013,0.0
Hydrogen and fuel cells ,Czechia,2014,0.0
Hydrogen and fuel cells ,Czechia,2015,0.0
Hydrogen and fuel cells ,Czechia,2016,0.0
Hydrogen and fuel cells ,Czechia,2017,0.0
Hydrogen and fuel cells ,Czechia,2018,0.0
Hydrogen and fuel cells ,Czechia,2019,0.0
Hydrogen and fuel cells ,Czechia,2020,2.0
Hydrogen and fuel cells ,Czechia,2021,9.0
Hydrogen and fuel cells ,Czechia,2022,3.0
Hydrogen and fuel cells ,Czechia,2023,16.0
Hydrogen and fuel cells ,Czechia,2024,0.0
Hydrogen and fuel cells ,Germany,2013,0.0
Hydrogen and fuel cells ,Germany,2014,3.0
Hydrogen and fuel cells ,Germany,2015,72.0
Hydrogen and fuel cells ,Germany,2016,49.0
Hydrogen and fuel cells ,Germany,2017,122.0
Hydrogen and fuel cells ,Germany,2018,154.0
Hydrogen and fuel cells ,Germany,2019,210.0
Hydrogen and fuel cells ,Germany,2020,311.0
Hydrogen and fuel cells ,Germany,2021,466.0
Hydrogen and fuel cells ,Germany,2022,836.0
Hydrogen and fuel cells ,Germany,2023,267.0
Hydrogen and fuel cells ,Germany,2024,179.0
Hydrogen and fuel cells ,Denmark,2013,1.0
Hydrogen and fuel cells ,Denmark,2014,1.0
Hydrogen and fuel cells ,Denmark,2015,14.0
Hydrogen and fuel cells ,Denmark,2016,14.0
Hydrogen and fuel cells ,Denmark,2017,15.0
Hydrogen and fuel cells ,Denmark,2018,6.0
Hydrogen and fuel cells ,Denmark,2019,8.0
Hydrogen and fuel cells ,Denmark,2020,45.0
Hydrogen and fuel cells ,Denmark,2021,75.0
Hydrogen and fuel cells ,Denmark,2022,6.0
Hydrogen and fuel cells ,Denmark,2023,1.0
Hydrogen and fuel cells ,Denmark,2024,0.0
Hydrogen and fuel cells ,Estonia,2013,0.0
Hydrogen and fuel cells ,Estonia,2014,0.0
Hydrogen and fuel cells ,Estonia,2015,0.0
Hydrogen and fuel cells ,Estonia,2016,0.0
Hydrogen and fuel cells ,Estonia,2017,0.0
Hydrogen and fuel cells ,Estonia,2018,0.0
Hydrogen and fuel cells ,Estonia,2019,0.0
Hydrogen and fuel cells ,Estonia,2020,0.0
Hydrogen and fuel cells ,Estonia,2021,1.0
Hydrogen and fuel cells ,Estonia,2022,1.0
Hydrogen and fuel cells ,Estonia,2023,1.0
Hydrogen and fuel cells ,Estonia,2024,0.0
Hydrogen and fuel cells ,Greece,2013,0.0
Hydrogen and fuel cells ,Greece,2014,0.0
Hydrogen and fuel cells ,Greece,2015,0.0
Hydrogen and fuel cells ,Greece,2016,0.0
Hydrogen and fuel cells ,Greece,2017,0.0
Hydrogen and fuel cells ,Greece,2018,0.0
Hydrogen and fuel cells ,Greece,2019,0.0
Hydrogen and fuel cells ,Greece,2020,0.0
Hydrogen and fuel cells ,Greece,2021,0.0
Hydrogen and fuel cells ,Greece,2022,0.0
Hydrogen and fuel cells ,Greece,2023,0.0
Hydrogen and fuel cells ,Greece,2024,0.0
Hydrogen and fuel cells ,Spain,2013,0.0
Hydrogen and fuel cells ,Spain,2014,0.0
Hydrogen and fuel cells ,Spain,2015,0.0
Hydrogen and fuel cells ,Spain,2016,0.0
Hydrogen and fuel cells ,Spain,2017,0.0
Hydrogen and fuel cells ,Spain,2018,1.0
Hydrogen and fuel cells ,Spain,2019,1.0
Hydrogen and fuel cells ,Spain,2020,7.0
Hydrogen and fuel cells ,Spain,2021,9.0
Hydrogen and fuel cells ,Spain,2022,4.0
Hydrogen and fuel cells ,Spain,2023,8.0
Hydrogen and fuel cells ,Spain,2024,7.0
Hydrogen and fuel cells ,European Union - 27 countries (from 2020),2013,7.0
Hydrogen and fuel cells ,European Union - 27 countries (from 2020),2014,21.0
Hydrogen and fuel cells ,European Union - 27 countries (from 2020),2015,126.0
Hydrogen and fuel cells ,European Union - 27 countries (from 2020),2016,104.0
Hydrogen and fuel cells ,European Union - 27 countries (from 2020),2017,214.0
Hydrogen and fuel cells ,European Union - 27 countries (from 2020),2018,223.0
Hydrogen and fuel cells ,European Union - 27 countries (from 2020),2019,480.0
Hydrogen and fuel cells ,European Union - 27 countries (from 2020),2020,751.0
Hydrogen and fuel cells ,European Union - 27 countries (from 2020),2021,866.0
Hydrogen and fuel cells ,European Union - 27 countries (from 2020),2022,1206.0
Hydrogen and fuel cells ,European Union - 27 countries (from 2020),2023,738.0
Hydrogen and fuel cells ,European Union - 27 countries (from 2020),2024,750.0
Hydrogen and fuel cells ,Finland,2013,1.0
Hydrogen and fuel cells ,Finland,2014,0.0
Hydrogen and fuel cells ,Finland,2015,0.0
Hydrogen and fuel cells ,Finland,2016,0.0
Hydrogen and fuel cells ,Finland,2017,0.0
Hydrogen and fuel cells ,Finland,2018,0.0
Hydrogen and fuel cells ,Finland,2019,0.0
Hydrogen and fuel cells ,Finland,2020,0.0
Hydrogen and fuel cells ,Finland,2021,1.0
Hydrogen and fuel cells ,Finland,2022,0.0
Hydrogen and fuel cells ,Finland,2023,0.0
Hydrogen and fuel cells ,Finland,2024,0.0
Hydrogen and fuel cells ,France,2013,1.0
Hydrogen and fuel cells ,France,2014,1.0
Hydrogen and fuel cells ,France,2015,10.0
Hydrogen and fuel cells ,France,2016,9.0
Hydrogen and fuel cells ,France,2017,57.0
Hydrogen and fuel cells ,France,2018,36.0
Hydrogen and fuel cells ,France,2019,63.0
Hydrogen and fuel cells ,France,2020,211.0
Hydrogen and fuel cells ,France,2021,61.0
Hydrogen and fuel cells ,France,2022,193.0
Hydrogen and fuel cells ,France,2023,306.0
Hydrogen and fuel cells ,France,2024,529.0
Hydrogen and fuel cells ,Georgia,2023,0.0
Hydrogen and fuel cells ,Georgia,2024,0.0
Hydrogen and fuel cells ,Croatia,2013,0.0
Hydrogen and fuel cells ,Croatia,2014,0.0
Hydrogen and fuel cells ,Croatia,2015,0.0
Hydrogen and fuel cells ,Croatia,2016,0.0
Hydrogen and fuel cells ,Croatia,2017,0.0
Hydrogen and fuel cells ,Croatia,2018,0.0
Hydrogen and fuel cells ,Croatia,2019,0.0
Hydrogen and fuel cells ,Croatia,2020,0.0
Hydrogen and fuel cells ,Croatia,2021,0.0
Hydrogen and fuel cells ,Croatia,2022,0.0
Hydrogen and fuel cells ,Croatia,2023,0.0
Hydrogen and fuel cells ,Croatia,2024,0.0
Hydrogen and fuel cells ,Hungary,2013,0.0
Hydrogen and fuel cells ,Hungary,2014,0.0
Hydrogen and fuel cells ,Hungary,2015,0.0
Hydrogen and fuel cells ,Hungary,2016,0.0
Hydrogen and fuel cells ,Hungary,2017,0.0
Hydrogen and fuel cells ,Hungary,2018,0.0
Hydrogen and fuel cells ,Hungary,2019,0.0
Hydrogen and fuel cells ,Hungary,2020,0.0
Hydrogen and fuel cells ,Hungary,2021,1.0
Hydrogen and fuel cells ,Hungary,2022,1.0
Hydrogen and fuel cells ,Hungary,2023,0.0
Hydrogen and fuel cells ,Hungary,2024,0.0
Hydrogen and fuel cells ,Ireland,2013,0.0
Hydrogen and fuel cells ,Ireland,2014,0.0
Hydrogen and fuel cells ,Ireland,2015,0.0
Hydrogen and fuel cells ,Ireland,2016,1.0
Hydrogen and fuel cells ,Ireland,2017,0.0
Hydrogen and fuel cells ,Ireland,2018,0.0
Hydrogen and fuel cells ,Ireland,2019,0.0
Hydrogen and fuel cells ,Ireland,2020,0.0
Hydrogen and fuel cells ,Ireland,2021,0.0
Hydrogen and fuel cells ,Ireland,2022,0.0
Hydrogen and fuel cells ,Ireland,2023,0.0
Hydrogen and fuel cells ,Ireland,2024,0.0
Hydrogen and fuel cells ,Iceland,2018,16.0
Hydrogen and fuel cells ,Iceland,2019,7.0
Hydrogen and fuel cells ,Iceland,2021,3.0
Hydrogen and fuel cells ,Iceland,2022,0.0
Hydrogen and fuel cells ,Iceland,2023,1.0
Hydrogen and fuel cells ,Iceland,2024,0.0
Hydrogen and fuel cells ,Italy,2013,0.0
Hydrogen and fuel cells ,Italy,2014,10.0
Hydrogen and fuel cells ,Italy,2015,1.0
Hydrogen and fuel cells ,Italy,2016,0.0
Hydrogen and fuel cells ,Italy,2017,0.0
Hydrogen and fuel cells ,Italy,2018,1.0
Hydrogen and fuel cells ,Italy,2019,17.0
Hydrogen and fuel cells ,Italy,2020,7.0
Hydrogen and fuel cells ,Italy,2021,10.0
Hydrogen and fuel cells ,Italy,2022,11.0
Hydrogen and fuel cells ,Italy,2023,2.0
Hydrogen and fuel cells ,Italy,2024,1.0
Hydrogen and fuel cells ,Liechtenstein,2013,0.0
Hydrogen and fuel cells ,Liechtenstein,2014,0.0
Hydrogen and fuel cells ,Liechtenstein,2015,0.0
Hydrogen and fuel cells ,Liechtenstein,2016,0.0
Hydrogen and fuel cells ,Liechtenstein,2017,0.0
Hydrogen and fuel cells ,Liechtenstein,2018,0.0
Hydrogen and fuel cells ,Liechtenstein,2019,0.0
Hydrogen and fuel cells ,Liechtenstein,2020,0.0
Hydrogen and fuel cells ,Liechtenstein,2021,0.0
Hydrogen and fuel cells ,Liechtenstein,2022,0.0
Hydrogen and fuel cells ,Liechtenstein,2023,0.0
Hydrogen and fuel cells ,Liechtenstein,2024,0.0
Hydrogen and fuel cells ,Lithuania,2013,0.0
Hydrogen and fuel cells ,Lithuania,2014,0.0
Hydrogen and fuel cells ,Lithuania,2015,0.0
Hydrogen and fuel cells ,Lithuania,2016,0.0
Hydrogen and fuel cells ,Lithuania,2017,0.0
Hydrogen and fuel cells ,Lithuania,2018,0.0
Hydrogen and fuel cells ,Lithuania,2019,0.0
Hydrogen and fuel cells ,Lithuania,2020,0.0
Hydrogen and fuel cells ,Lithuania,2021,0.0
Hydrogen and fuel cells ,Lithuania,2022,0.0
Hydrogen and fuel cells ,Lithuania,2023,0.0
Hydrogen and fuel cells ,Lithuania,2024,0.0
Hydrogen and fuel cells ,Luxembourg,2013,0.0
Hydrogen and fuel cells ,Luxembourg,2014,0.0
Hydrogen and fuel cells ,Luxembourg,2015,0.0
Hydrogen and fuel cells ,Luxembourg,2016,0.0
Hydrogen and fuel cells ,Luxembourg,2017,0.0
Hydrogen and fuel cells ,Luxembourg,2018,0.0
Hydrogen and fuel cells ,Luxembourg,2019,0.0
Hydrogen and fuel cells ,Luxembourg,2020,0.0
Hydrogen and fuel cells ,Luxembourg,2021,1.0
Hydrogen and fuel cells ,Luxembourg,2022,2.0
Hydrogen and fuel cells ,Luxembourg,2023,0.0
Hydrogen and fuel cells ,Luxembourg,2024,10.0
Hydrogen and fuel cells ,Latvia,2013,0.0
Hydrogen and fuel cells ,Latvia,2014,0.0
Hydrogen and fuel cells ,Latvia,2015,0.0
Hydrogen and fuel cells ,Latvia,2016,0.0
Hydrogen and fuel cells ,Latvia,2017,0.0
Hydrogen and fuel cells ,Latvia,2018,0.0
Hydrogen and fuel cells ,Latvia,2019,0.0
Hydrogen and fuel cells ,Latvia,2020,0.0
Hydrogen and fuel cells ,Latvia,2021,0.0
Hydrogen and fuel cells ,Latvia,2022,0.0
Hydrogen and fuel cells ,Latvia,2023,0.0
Hydrogen and fuel cells ,Latvia,2024,0.0
Hydrogen and fuel cells ,Malta,2013,0.0
Hydrogen and fuel cells ,Malta,2014,0.0
Hydrogen and fuel cells ,Malta,2015,0.0
Hydrogen and fuel cells ,Malta,2016,0.0
Hydrogen and fuel cells ,Malta,2017,0.0
Hydrogen and fuel cells ,Malta,2018,0.0
Hydrogen and fuel cells ,Malta,2019,0.0
Hydrogen and fuel cells ,Malta,2020,0.0
Hydrogen and fuel cells ,Malta,2021,0.0
Hydrogen and fuel cells ,Malta,2022,0.0
Hydrogen and fuel cells ,Malta,2023,0.0
Hydrogen and fuel cells ,Malta,2024,0.0
Hydrogen and fuel cells ,Netherlands,2013,1.0
Hydrogen and fuel cells ,Netherlands,2014,2.0
Hydrogen and fuel cells ,Netherlands,2015,19.0
Hydrogen and fuel cells ,Netherlands,2016,7.0
Hydrogen and fuel cells ,Netherlands,2017,6.0
Hydrogen and fuel cells ,Netherlands,2018,13.0
Hydrogen and fuel cells ,Netherlands,2019,156.0
Hydrogen and fuel cells ,Netherlands,2020,147.0
Hydrogen and fuel cells ,Netherlands,2021,122.0
Hydrogen and fuel cells ,Netherlands,2022,89.0
Hydrogen and fuel cells ,Netherlands,2023,39.0
Hydrogen and fuel cells ,Netherlands,2024,0.0
Hydrogen and fuel cells ,Norway,2013,3.0
Hydrogen and fuel cells ,Norway,2014,4.0
Hydrogen and fuel cells ,Norway,2015,9.0
Hydrogen and fuel cells ,Norway,2016,23.0
Hydrogen and fuel cells ,Norway,2017,55.0
Hydrogen and fuel cells ,Norway,2018,50.0
Hydrogen and fuel cells ,Norway,2019,29.0
Hydrogen and fuel cells ,Norway,2020,16.0
Hydrogen and fuel cells ,Norway,2021,36.0
Hydrogen and fuel cells ,Norway,2022,27.0
Hydrogen and fuel cells ,Norway,2023,2.0
Hydrogen and fuel cells ,Norway,2024,9.0
Hydrogen and fuel cells ,Poland,2013,0.0
Hydrogen and fuel cells ,Poland,2014,0.0
Hydrogen and fuel cells ,Poland,2015,0.0
Hydrogen and fuel cells ,Poland,2016,0.0
Hydrogen and fuel cells ,Poland,2017,0.0
Hydrogen and fuel cells ,Poland,2018,0.0
Hydrogen and fuel cells ,Poland,2019,0.0
Hydrogen and fuel cells ,Poland,2020,0.0
Hydrogen and fuel cells ,Poland,2021,74.0
Hydrogen and fuel cells ,Poland,2022,41.0
Hydrogen and fuel cells ,Poland,2023,83.0
Hydrogen and fuel cells ,Poland,2024,12.0
Hydrogen and fuel cells ,Portugal,2013,0.0
Hydrogen and fuel cells ,Portugal,2014,0.0
Hydrogen and fuel cells ,Portugal,2015,0.0
Hydrogen and fuel cells ,Portugal,2016,0.0
Hydrogen and fuel cells ,Portugal,2017,0.0
Hydrogen and fuel cells ,Portugal,2018,0.0
Hydrogen and fuel cells ,Portugal,2019,0.0
Hydrogen and fuel cells ,Portugal,2020,0.0
Hydrogen and fuel cells ,Portugal,2021,3.0
Hydrogen and fuel cells ,Portugal,2022,0.0
Hydrogen and fuel cells ,Portugal,2023,0.0
Hydrogen and fuel cells ,Portugal,2024,0.0
Hydrogen and fuel cells ,Romania,2013,0.0
Hydrogen and fuel cells ,Romania,2014,0.0
Hydrogen and fuel cells ,Romania,2015,0.0
Hydrogen and fuel cells ,Romania,2016,0.0
Hydrogen and fuel cells ,Romania,2017,0.0
Hydrogen and fuel cells ,Romania,2018,0.0
Hydrogen and fuel cells ,Romania,2019,0.0
Hydrogen and fuel cells ,Romania,2020,0.0
Hydrogen and fuel cells ,Romania,2021,0.0
Hydrogen and fuel cells ,Romania,2022,0.0
Hydrogen and fuel cells ,Romania,2023,0.0
Hydrogen and fuel cells ,Romania,2024,0.0
Hydrogen and fuel cells ,Serbia,2019,0.0
Hydrogen and fuel cells ,Serbia,2020,0.0
Hydrogen and fuel cells ,Serbia,2021,0.0
Hydrogen and fuel cells ,Serbia,2022,0.0
Hydrogen and fuel cells ,Serbia,2023,0.0
Hydrogen and fuel cells ,Serbia,2024,0.0
Hydrogen and fuel cells ,Sweden,2013,3.0
Hydrogen and fuel cells ,Sweden,2014,0.0
Hydrogen and fuel cells ,Sweden,2015,1.0
Hydrogen and fuel cells ,Sweden,2016,19.0
Hydrogen and fuel cells ,Sweden,2017,14.0
Hydrogen and fuel cells ,Sweden,2018,5.0
Hydrogen and fuel cells ,Sweden,2019,2.0
Hydrogen and fuel cells ,Sweden,2020,5.0
Hydrogen and fuel cells ,Sweden,2021,16.0
Hydrogen and fuel cells ,Sweden,2022,2.0
Hydrogen and fuel cells ,Sweden,2023,2.0
Hydrogen and fuel cells ,Sweden,2024,7.0
Hydrogen and fuel cells ,Slovenia,2013,0.0
Hydrogen and fuel cells ,Slovenia,2014,0.0
Hydrogen and fuel cells ,Slovenia,2015,0.0
Hydrogen and fuel cells ,Slovenia,2016,0.0
Hydrogen and fuel cells ,Slovenia,2017,0.0
Hydrogen and fuel cells ,Slovenia,2018,0.0
Hydrogen and fuel cells ,Slovenia,2019,0.0
Hydrogen and fuel cells ,Slovenia,2020,0.0
Hydrogen and fuel cells ,Slovenia,2021,0.0
Hydrogen and fuel cells ,Slovenia,2022,0.0
Hydrogen and fuel cells ,Slovenia,2023,0.0
Hydrogen and fuel cells ,Slovenia,2024,0.0
Hydrogen and fuel cells ,Slovakia,2013,0.0
Hydrogen and fuel cells ,Slovakia,2014,0.0
Hydrogen and fuel cells ,Slovakia,2015,0.0
Hydrogen and fuel cells ,Slovakia,2016,0.0
Hydrogen and fuel cells ,Slovakia,2017,0.0
Hydrogen and fuel cells ,Slovakia,2018,0.0
Hydrogen and fuel cells ,Slovakia,2019,0.0
Hydrogen and fuel cells ,Slovakia,2020,0.0
Hydrogen and fuel cells ,Slovakia,2021,2.0
Hydrogen and fuel cells ,Slovakia,2022,1.0
Hydrogen and fuel cells ,Slovakia,2023,1.0
Hydrogen and fuel cells ,Slovakia,2024,0.0
Hydrogen and fuel cells ,Türkiye,2017,0.0
Hydrogen and fuel cells ,Türkiye,2018,0.0
Hydrogen and fuel cells ,Türkiye,2019,0.0
Hydrogen and fuel cells ,Türkiye,2020,0.0
Hydrogen and fuel cells ,Türkiye,2021,0.0
Hydrogen and fuel cells ,Türkiye,2022,0.0
Hydrogen and fuel cells ,Türkiye,2023,0.0
Hydrogen and fuel cells ,Türkiye,2024,0.0
Hydrogen and fuel cells ,Ukraine,2024,0.0
Hydrogen and fuel cells ,United Kingdom,2016,7.0
Hydrogen and fuel cells ,United Kingdom,2017,35.0
Hydrogen and fuel cells ,United Kingdom,2018,37.0
Hydrogen and fuel cells ,United Kingdom,2021,12.0
Hydrogen and fuel cells ,United Kingdom,2022,8.0
Hydrogen and fuel cells ,Kosovo*,2017,0.0
Hydrogen and fuel cells ,Kosovo*,2018,0.0
Hydrogen and fuel cells ,Kosovo*,2019,0.0
Hydrogen and fuel cells ,Kosovo*,2021,0.0
Liquefied petroleum gases (LPG),Albania,2019,49.0
Liquefied petroleum gases (LPG),Albania,2020,133.0
Liquefied petroleum gases (LPG),Albania,2021,130.0
Liquefied petroleum gases (LPG),Albania,2022,58.0
Liquefied petroleum gases (LPG),Albania,2023,171.0
Liquefied petroleum gases (LPG),Albania,2024,429.0
Liquefied petroleum gases (LPG),Austria,2013,0.0
Liquefied petroleum gases (LPG),Austria,2014,0.0
Liquefied petroleum gases (LPG),Austria,2015,0.0
Liquefied petroleum gases (LPG),Austria,2016,0.0
Liquefied petroleum gases (LPG),Austria,2018,0.0
Liquefied petroleum gases (LPG),Austria,2019,0.0
Liquefied petroleum gases (LPG),Austria,2020,0.0
Liquefied petroleum gases (LPG),Austria,2021,0.0
