STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,mot_nrg,Motor energy,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BA,Bosnia and Herzegovina,2015,,5709,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BA,Bosnia and Herzegovina,2016,,7450,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BA,Bosnia and Herzegovina,2017,,8164,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BA,Bosnia and Herzegovina,2018,,8476,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BA,Bosnia and Herzegovina,2019,,8680,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BA,Bosnia and Herzegovina,2020,,6505,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BA,Bosnia and Herzegovina,2021,,7337,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BA,Bosnia and Herzegovina,2022,,7967,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BA,Bosnia and Herzegovina,2023,,9027,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BA,Bosnia and Herzegovina,2024,,9150,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2013,,490369,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2014,,487711,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2015,,506284,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2016,,546142,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2017,,553692,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2018,,557487,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2019,,558003,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2020,,439038,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2021,,392769,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2022,,374597,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2023,,484639,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2024,,456303,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2013,,15114,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2014,,16626,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2015,,17271,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2016,,20386,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2017,,25995,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2018,,28584,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2019,,32885,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2020,,20429,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2021,,24467,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2022,,28568,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2023,,37476,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2024,,42799,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2013,,313353,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2014,,307403,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2015,,330985,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2016,,323620,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2017,,319765,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2018,,304663,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2019,,318065,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2020,,245510,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2021,,250901,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2022,,236751,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2023,,263514,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,2024,,252547,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2013,,7047,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2014,,8271,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2015,,10078,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2016,,12468,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2017,,13118,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2018,,13126,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2019,,12601,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2020,,10237,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2021,,10611,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2022,,11577,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2023,,14637,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CY,Cyprus,2024,,15061,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2013,,164627,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2014,,192923,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2015,,229731,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2016,,257854,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2017,,269622,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2018,,259525,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2019,,247567,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2020,,198400,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2021,,205397,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2022,,177644,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2023,,212662,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,CZ,Czechia,2024,,217520,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,DE,Germany,2013,,2952431,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,DE,Germany,2014,,3036773,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,DE,Germany,2015,,3206042,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,DE,Germany,2016,,3285904,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,DE,Germany,2017,,3441262,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,DE,Germany,2018,,3435778,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,DE,Germany,2019,,3607258,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,DE,Germany,2020,,2917678,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,DE,Germany,2021,,2622132,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,DE,Germany,2022,,2651357,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,DE,Germany,2023,,2844609,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,DE,Germany,2024,,2817331,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,DK,Denmark,2013,,180642,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,DK,Denmark,2014,,188406,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,DK,Denmark,2015,,206653,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,DK,Denmark,2016,,222469,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,DK,Denmark,2017,,221473,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,DK,Denmark,2018,,218475,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,DK,Denmark,2019,,225620,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,DK,Denmark,2020,,198979,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,DK,Denmark,2021,,186592,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,DK,Denmark,2022,,149285,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,DK,Denmark,2023,,173374,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,DK,Denmark,2024,,173461,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EE,Estonia,2013,,19690,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EE,Estonia,2014,,21128,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EE,Estonia,2015,,21064,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EE,Estonia,2016,,23020,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EE,Estonia,2017,,25621,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EE,Estonia,2018,,26299,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EE,Estonia,2019,,27579,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EE,Estonia,2020,,19295,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EE,Estonia,2021,,22610,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EE,Estonia,2022,,20558,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EE,Estonia,2023,,22986,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EE,Estonia,2024,,25744,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EL,Greece,2013,,58659,,b,break in time series,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EL,Greece,2014,,70810,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EL,Greece,2015,,75497,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EL,Greece,2016,,78790,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EL,Greece,2017,,88001,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EL,Greece,2018,,103322,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EL,Greece,2019,,114007,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EL,Greece,2020,,79597,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EL,Greece,2021,,100274,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EL,Greece,2022,,105219,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EL,Greece,2023,,134465,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EL,Greece,2024,,136984,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,ES,Spain,2013,,742305,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,ES,Spain,2014,,890125,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,ES,Spain,2015,,1047782,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,ES,Spain,2016,,1228412,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,ES,Spain,2017,,1339232,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,ES,Spain,2018,,1439270,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,ES,Spain,2019,,1372821,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,ES,Spain,2020,,927523,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,ES,Spain,2021,,918831,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,ES,Spain,2022,,851525,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,ES,Spain,2023,,983721,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,ES,Spain,2024,,1067172,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2013,,9637545,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2014,,10109718,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2015,,11107413,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2016,,11982392,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2017,,12795786,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2018,,13017959,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2019,,13235768,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2020,,10131016,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2021,,9881857,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2022,,9360702,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2023,,10654649,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2024,,10724014,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,FI,Finland,2013,,103450,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,FI,Finland,2014,,106235,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,FI,Finland,2015,,108819,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,FI,Finland,2016,,119000,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,FI,Finland,2017,,118587,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,FI,Finland,2018,,120505,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,FI,Finland,2019,,114202,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,FI,Finland,2020,,96418,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,FI,Finland,2021,,98485,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,FI,Finland,2022,,81700,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,FI,Finland,2023,,87509,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,FI,Finland,2024,,74075,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,FR,France,2013,,1756953,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,FR,France,2014,,1765855,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,FR,France,2015,,1886229,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,FR,France,2016,,1984471,,,,,
dataflow,ESTAT:ROAD_EQR_CARPDA(1.0),New passenger cars by type of motor energy,A,Annual,NR,Number,TOTAL,Total,FR,France,2017,,2157670,,,,,
